unique_key,taxi_id,trip_start_timestamp,trip_end_timestamp,trip_seconds,trip_miles,pickup_census_tract,dropoff_census_tract,pickup_community_area,dropoff_community_area,fare,tips,tolls,extras,trip_total,payment_type,company,pickup_latitude,pickup_longitude,pickup_location,dropoff_latitude,dropoff_longitude,dropoff_location
00072781e643fd94d19bb28ce130604e4f2db3ec,0a93e246fb9b99a3be61ca72d6e9ca02ca57fd26fa38ac419f3e7a745f9e9a401de7e1f0df7d02266dd45af50670ef873829afff1e5e06e0f8b95ea0eda990ff,2016-08-17 21:00:00 UTC,2016-08-17 21:00:00 UTC,13,11.39,17031807700,17031807700,,,3.25,0,0,0,3.25,Cash,Yellow Cab,,,,,,
00073f4c6c9b4c237b1e936d17bb711dfa0b6a97,ec73aeaa166a9fabcd546bd176e75ee589e58653db8b0c7e4683638e44670eb3fbc6ef9ac1a86790e13ffb5853ffff211391bef7f5dd8bf3422b4afa93640f06,2019-03-18 17:45:00 UTC,2019-03-18 18:45:00 UTC,3185,29.69,,,76,24,42.75,9.45,0,4,56.7,Credit Card,Chicago Carriage Cab Corp,41.980.264.315,-87.913.624.596,POINT (-87.913624596 41.9802643146),41.901.206.994,-87.676.355.989,POINT (-87.6763559892 41.90120699410001)
0008a6d1250f6c23862d13b9d3fe947159652e24,51620bbd9c2f977b8abcf5537e65f0fa24af77d00fb3c2098f74ddeee542a66a68c399fb90fc603ea460717939ba5f80031ddb02188e4a22a63fa5bcbf7b71bf,2013-05-17 09:30:00 UTC,2013-05-17 09:45:00 UTC,840,23.83,,,8,6,12.45,0,0,1,13.45,Cash,Dispatch Taxi Affiliation,41.899.602.111,-87.633.308.037,POINT (-87.6333080367 41.899602111),41.944.226.601,-87.655.998.182,POINT (-87.6559981815 41.9442266014)
000fa41b1c692b6cc2f9b9b5e3765c08f64d28be,1626f97f0f9d0b836ff89cc85c91115b3450ea6e6db6b822d4ad8d4b4fbd30490995fa6108bcca346fbecc0c3945452c424672f92d1a24fca5c04f901b8803bb,2014-04-26 21:00:00 UTC,2014-04-26 21:30:00 UTC,2160,28.84,17031320100,17031411000,32,41,31.85,0,0,0,31.85,Cash,Top Cab Affiliation,41.884.987.192,-87.620.992.913,POINT (-87.6209929134 41.8849871918),41.790.506.261,-87.583.143.717,POINT (-87.5831437169 41.7905062613)
00105ef7f0b8d6c2dfce7b0a454376440100c787,888ae68d70813efa2665c4293ed0a5b5f82cdd3ed4b7041c447123e81ace67a6602e42b81b0f080f1f88a6c5ad8db7f666e6b44141022b85a61309b57c3a060a,2013-12-11 22:30:00 UTC,2013-12-11 22:45:00 UTC,660,21.92,17031081600,17031081403,8,8,8.44,0,0,1,9.44,Cash,Blue Ribbon Taxi Association Inc.,41.892.072.635,-87.628.874.157,POINT (-87.6288741572 41.8920726347),41.890.922.026,-87.618.868.355,POINT (-87.6188683546 41.8909220259)
0014c628fb4dc2b7987996bb5fe378c93ef9d0e6,9a38858dc2ace73a20f89a976154131a733daf1f11e8d650183b2cc919ea375e5249e7170e372cf0b37be52292769416570481f474f81fd7b980fceb18846a73,2014-04-15 08:15:00 UTC,2014-04-15 08:30:00 UTC,360,16.32,17031241600,17031081800,24,8,7.45,2,0,0,9.45,Credit Card,Northwest Management LLC,41.906.650.766,-8.766.533.766,POINT (-87.6653376596 41.9066507664),4.189.321.636,-8.763.784.421,POINT (-87.6378442095 41.8932163595)
0018993d245880d5299c3a96d9793dc2605dab4d,c3583153718e0d27b0b567c8f62d79a32f616fb4969d00c6564a187a9298058ebabfcdc893f3680469a800300d2bf15cecf6f0deaa472856bb9668965658fa81,2019-11-10 12:00:00 UTC,2019-11-10 12:15:00 UTC,1462,27.4,,,76,,46,0,0,6,52,Cash,Sun Taxi,41.980.264.315,-87.913.624.596,POINT (-87.913624596 41.9802643146),,,
00195f15fd44a9b45520d400865fdcf575da37aa,1b0a05f16ca6759e00f934c5b39e93939b52bb1e28c114544c3c86021cd7018946bd6d40a1d26eb65b25f05f507e3034a54977fef773ed980f3ef57b881f7a52,2014-04-30 16:00:00 UTC,2014-04-30 16:00:00 UTC,300,14.52,,,32,32,5.25,0,0,0,5.25,Cash,Taxi Affiliation Services,41.878.865.584,-87.625.192.142,POINT (-87.6251921424 41.8788655841),41.878.865.584,-87.625.192.142,POINT (-87.6251921424 41.8788655841)
001ad3c96002117c11a623702c58e54b4b4fb92d,6b2e4002ec8dde7f10daa5babb2cbeebf8847f38d5cf0d4fc16e7a8248a2cfe9c0ceee6883f7f699a03df374c0541bf7d02b491fb913c82b3887ed23b1aa54bc,2016-10-28 09:00:00 UTC,2016-10-28 09:15:00 UTC,1200,26.44,17031081201,17031280100,8,28,11.75,0,0,1,12.75,Cash,24 Seven Taxi,41.899.155.613,-87.626.210.532,POINT (-87.6262105324 41.8991556134),41.885.300.022,-87.642.808.466,POINT (-87.6428084655 41.8853000224)
001d8e6efd4c442822ea9d1425964bd71b88d3cf,0375f8101191d4db38fcffde0efa93f872ce9b58bafa08b1885bdf40c51bfb64b7022803b747267a3336df85af628f375603672f294fac5004c4f34ec7d34595,2015-08-30 01:45:00 UTC,2015-08-30 01:45:00 UTC,13,10.5,,,,,36.45,5.47,0,0,41.92,Credit Card,Suburban Dispatch LLC,,,,,,
001de53afa06e847bb741a8dd80c8e674f84b672,5ffab897d6aec7c42dbe4fb2ce017ad47ea52ded99ebbf8bd3eef3f6e1c34c5600e7b106e655d69d3d0c72168de71a3b8cbc44e6ed7a75150a46e42fd5a778ad,2013-08-23 03:45:00 UTC,2013-08-23 03:45:00 UTC,240,13.04,17031081100,17031071500,8,7,5.45,0,0,0,5.45,Cash,Taxi Affiliation Services,41.900.221.297,-87.629.105.186,POINT (-87.6291051864 41.9002212967),41.914.616.286,-87.631.717.366,POINT (-87.6317173661 41.9146162864)
001e043a4efbc8f437ed74a1f5884e52824005e8,3ae83cc261cea27eafc3d9b18bbc93100c03762e8b6971ee60ec7c34e975fde969dfaad88186def33c7205ef5aa98f5fc01f8419f70f7f30ab5b8af02663a2e3,2013-07-28 22:00:00 UTC,2013-07-28 22:15:00 UTC,360,15.58,17031081700,17031081300,8,8,5.25,0,0,1,6.25,Cash,Taxi Affiliation Services,41.892.042.136,-8.763.186.395,POINT (-87.6318639497 41.8920421365),41.898.331.794,-87.620.762.865,POINT (-87.6207628651 41.8983317935)
002282f4f01fcd0ac65eecf808df7298a1de6b53,c5420d28908deed73a79187186ddbf6e9a823d4e9bd8a9e3028c32586e3de3ed83f13caad1f2f78f389991db5c2c5ac47b49d2a649d805391a8700da2b2bc9f2,2016-12-07 19:45:00 UTC,2016-12-07 20:15:00 UTC,2580,29.3,17031980100,17031980000,56,76,75.75,8,0,8.5,92.25,Credit Card,Taxi Affiliation Services,41.785.998.518,-87.750.934.289,POINT (-87.7509342894 41.785998518),4.197.907.082,-87.903.039.661,POINT (-87.9030396611 41.9790708201)
00273a8a9ab21b20aa77770baad4dd12b514cf1b,57205891344c28e84db17ff95e12c3b2d5050af72cd48c4c8994963f89ec939e534b0e3267a083356432c19ba7bff9ef8c120f69bf0efb0ae5838f8c3bab7ff4,2014-06-11 10:00:00 UTC,2014-06-11 10:00:00 UTC,480,18.67,17031081500,17031080201,8,8,7.25,2,0,0,9.25,Credit Card,Taxi Affiliation Services,41.892.507.781,-87.626.214.906,POINT (-87.6262149064 41.8925077809),41.909.495.669,-87.630.963.601,POINT (-87.630963601 41.9094956686)
0028f42c0f9de9ffd827602a0262f2cc5e059b08,d5fc0adc436b269c2ce07e37eff1af604a963c8538536bd6be39f0b399c0a6b14bafdaca01d34d939738ae4df46ddbeaf7b83aeb4506199bb645112e791e07e9,2020-01-14 14:00:00 UTC,2020-01-14 14:00:00 UTC,240,13.22,17031081403,17031081500,8,8,4.75,2,0,0,6.75,Credit Card,Taxi Affiliation Services,41.890.922.026,-87.618.868.355,POINT (-87.6188683546 41.8909220259),41.892.507.781,-87.626.214.906,POINT (-87.6262149064 41.8925077809)
002cc35a62682d574d5d8e36867d8f9f61a30533,442f4c9dd3dde549a82c2dc0ef65b85e54664aa28f5b5509c49e1e0bd4236b96c06ed347ebaf4f54489b975efcbb0a9edf4b893a160849d29c95691be7b8c239,2017-07-21 15:00:00 UTC,2017-07-21 15:00:00 UTC,554,20.14,17031833100,17031839100,28,32,8.25,2,0,0,10.25,Credit Card,Blue Diamond,41.879.066.994,-87.657.005.027,POINT (-87.657005027 41.8790669938),41.880.994.471,-87.632.746.489,POINT (-87.6327464887 41.8809944707)
00301cb912a708764655197feef1a194e63edb2b,f6591bb5699bde5f19f3074a76774808dd0e5c941ee0ed41a84e440db56e192360ad2441e0a4578f59b819391dead23aee5f463b4867dddaa972cd7f10476369,2014-03-02 02:30:00 UTC,2014-03-02 02:30:00 UTC,13,10.77,,,,,3.25,0,0,0,3.25,Cash,Taxi Affiliation Services,,,,,,
0033c6e34da8095cbe7bfa76e82fdfd0ecdc7cf8,7cb607b940a690e65b20dec20182d2646d3306f725130c6567b45dff33b1d5b065399e33615a630057f59f9c6e9c8d019c2797dcaa8020e19af7fceaa71f3d2a,2016-07-10 01:30:00 UTC,2016-07-10 01:45:00 UTC,480,18.46,17031081700,17031833000,8,28,6.75,1,0,1,9.25,Credit Card,Globe Taxi,41.892.042.136,-8.763.186.395,POINT (-87.6318639497 41.8920421365),4.188.528.132,-876.572.332,POINT (-87.6572331997 41.8852813201)
0035bfcc4a2e801cd8b96f80be50904164db2171,d94f7ec4baf6952b7f0ac3422c0acddedae3828ade423e9566b14f55c000fd08354c5e1fee325d25b22fd049075f1327971299da88af65b9232fdf6ca0e51ab1,2015-01-11 11:30:00 UTC,2015-01-11 11:30:00 UTC,720,22.93,,,32,37,16.05,0,0,0,16.05,Cash,Choice Taxi Association,41.878.865.584,-87.625.192.142,POINT (-87.6251921424 41.8788655841),4.180.908.443,-87.632.424.524,POINT (-87.6324245245 41.8090844303)
003707bae2c91600b6f26054296fc063456f2967,a276b0581d5930a6663614b581dc7ca3e751e6059d5486139cd31b6bb04a2b2388b3a7e1205fd374753a406f10883df5168099c4c5b126578445f7a3d4fd3af7,2014-08-27 17:00:00 UTC,2014-08-27 17:00:00 UTC,13,10.8,,,,,15.65,4.35,0,0,20,Credit Card,T.A.S. - Payment Only,,,,,,
0043886b490ce241f1b7c47a886214f99beb8ea9,ce1c9dace77769c16274e27718788fe163f3671fd2c0beff2c2b17b4f9856b537e1ddef6be5813c5d14eae508ea320493266c1b985ab5ecc5c964767722be526,2017-04-17 14:00:00 UTC,2017-04-17 14:15:00 UTC,600,21.11,17031081700,17031838200,8,28,13.5,0,0,0,13.5,Cash,Northwest Management LLC,41.892.042.136,-8.763.186.395,POINT (-87.6318639497 41.8920421365),41.870.415,-87.675.085.621,POINT (-87.6750856208 41.8704150003)
0045102a3c7ebb673949ee945b668662063d3847,cbb1092f8bd85314dd20167d413b3b0c1a9156ae328df26fea65b4d6546dab2d5a0b59b5f65f16a09f39353b05663ab4d39ba1e04302a331b79341bf27025ccd,2017-03-20 06:30:00 UTC,2017-03-20 06:45:00 UTC,660,21.98,,,1,1,10.75,0,0,0,10.75,Cash,24 Seven Taxi,42.009.622.881,-87.670.166.857,POINT (-87.67016685690001 42.0096228806),42.009.622.881,-87.670.166.857,POINT (-87.67016685690001 42.0096228806)
00465380fb707a5d741016debd07932c583e7524,5a39ce6735602a410710f5173b102bdb27ae488239ef0b2dcec86b71cf7a6e42eda6991f40da24348ebd3df073966ab8afb5db8af747675ef7a87a17992e1277,2014-08-14 17:00:00 UTC,2014-08-14 17:00:00 UTC,420,17.05,17031081403,17031081700,8,8,6.05,0,0,1,7.05,Cash,Blue Ribbon Taxi Association Inc.,41.890.922.026,-87.618.868.355,POINT (-87.6188683546 41.8909220259),41.892.042.136,-8.763.186.395,POINT (-87.6318639497 41.8920421365)
00478707dd301d8b1c962cbd982f0cd27f80ac4c,bc4b587e2119135afdfcd8d2fef1221c05d752e21fffe65e256f7830b1237dc0ad1d41bd1f440a65e7fc31dfd10928ed1b5ec36e07185e4adbc8b0ede6f9a119,2016-05-20 19:30:00 UTC,2016-05-20 20:00:00 UTC,1797,28.2,,,76,5,34.25,5.74,0,4,43.99,Credit Card,Flash Cab,41.980.264.315,-87.913.624.596,POINT (-87.913624596 41.9802643146),41.947.791.586,-87.683.834.942,POINT (-87.6838349425 41.9477915865)
005044435a8abc7c78376c06d4c79ce6eb66c0fd,46deaf3f61ac4f1220362a4237011e82b19a984603778b2b39440e11784c11027ac030249c54df2fe3f25ceb25ff6ae11722bcc246e3d04d22cf2f15055a8b5e,2019-08-04 19:30:00 UTC,2019-08-04 20:00:00 UTC,1844,28.34,17031980000,17031839100,76,32,44.25,9.75,0,4,58.5,Credit Card,City Service,4.197.907.082,-87.903.039.661,POINT (-87.9030396611 41.9790708201),41.880.994.471,-87.632.746.489,POINT (-87.6327464887 41.8809944707)
005058df338f4ad8c6387355fd70075a298c7552,9f960e5601f9e8fcab530a8f09c0ac4bb918c2c09a2d8c925703c0d6b5faa5c7622ef286970c077c86f2a95ed8b369e8c81157f8221110bce54003b4a50b8cc6,2015-01-28 00:00:00 UTC,2015-01-28 00:15:00 UTC,1059,25.7,,,32,6,17.05,3.41,0,0,20.46,Credit Card,Yellow Cab,41.878.865.584,-87.625.192.142,POINT (-87.6251921424 41.8788655841),41.944.226.601,-87.655.998.182,POINT (-87.6559981815 41.9442266014)
00507e6cd70e8fc628d7df83ff0f194633200dab,34a67a4a44a0c07c24568bbdee112b8e7877b6b49664a731ee29a989a118edb4d46f1ecefd30aca05346205ff2b6838784bc520d4ce6a2148a72e71f228d1f48,2014-10-09 06:15:00 UTC,2014-10-09 06:15:00 UTC,870,24.35,,,24,6,12.05,0,0,0,12.05,Cash,Flash Cab,41.901.206.994,-87.676.355.989,POINT (-87.6763559892 41.90120699410001),41.944.226.601,-87.655.998.182,POINT (-87.6559981815 41.9442266014)
00528890bb8e5e3eb22ba039bfb82746eaa7b0ae,0cf7c5b8115a7634f2396950949135d08b5a5e9eac20705df515cf6208576d532c51565a88c654e17d0f59da0e9f21e75986baf18e1632e31a8cdd8883452d17,2018-11-29 19:30:00 UTC,2018-11-29 20:15:00 UTC,2200,28.88,,,76,6,35.25,7.95,0,4,47.7,Credit Card,Flash Cab,41.980.264.315,-87.913.624.596,POINT (-87.913624596 41.9802643146),41.944.226.601,-87.655.998.182,POINT (-87.6559981815 41.9442266014)
005c4a614e032bd6d07c21db7d4a084cec8bbbe3,bc63ae0c7ee45051c7f3d02cdb650d855e0dd0f4a3ecbe30abfb4d193407118323b9265a861e6cd0304e6255e4b9fd32f8885a7b9d777eae5966b4c67dbb8d1c,2017-05-10 06:00:00 UTC,2017-05-10 07:00:00 UTC,3522,29.8,,,28,43,26.25,0,0,0,26.25,Cash,Patriot Taxi Dba Peace Taxi Associat,41.874.005.383,-8.766.351.755,POINT (-87.6635175498 41.874005383),41.761.577.908,-87.572.781.987,POINT (-87.5727819867 41.7615779081)
005cdbbb6fc83341d02025fcf7d510b1595eeab6,bf0b987f41a8c368a072da293f9fb1aecc8a39763ab6a449f1fc4817846fc277c3d9ed2412fcb191158c617c4e1ae27d09a9fab46b98178066507bc8ffa9bdc5,2018-10-09 07:30:00 UTC,2018-10-09 07:30:00 UTC,180,12.56,17031839100,17031839100,32,32,5,1,0,0,6.5,Credit Card,Chicago Taxicab,41.880.994.471,-87.632.746.489,POINT (-87.6327464887 41.8809944707),41.880.994.471,-87.632.746.489,POINT (-87.6327464887 41.8809944707)
005d6d8ef9447105ef074afccad0b83ce3b0183d,f6d1b6c930d62f6d8cbbd8f86a593ff057408c82f764744a7a38ee63957a74b84eaeea80224ea3a0021ba1572323a282530b0659b5e1ce48d04939eacb504060,2016-12-19 09:15:00 UTC,2016-12-19 09:30:00 UTC,780,23.33,17031081500,17031839100,8,32,8.75,2,0,0,11.25,Credit Card,24 Seven Taxi,41.892.507.781,-87.626.214.906,POINT (-87.6262149064 41.8925077809),41.880.994.471,-87.632.746.489,POINT (-87.6327464887 41.8809944707)
005ddd47c25f97734f008212ffb576ff1704b854,fa265b3601a73684f856bfe63e0b787d9101c3a292b49c39a97d0667305f8565c1d29df52d208a5beef071b74abc0fd13042840ed50e9bdd66e83575194feb35,2016-04-26 22:30:00 UTC,2016-04-26 23:30:00 UTC,3480,29.78,,,6,19,27.75,0,0,0,27.75,Cash,Blue Ribbon Taxi Association Inc.,41.944.226.601,-87.655.998.182,POINT (-87.6559981815 41.9442266014),41.927.260.956,-87.765.501.609,POINT (-87.7655016086 41.9272609555)
005ea743ca5bd5feaa741d174c85c5c208a6a668,ea8e6df913a36562d8eddf662abe7722f4c0dc08527e9819364aed7a595eb61abb3728e49185db0616deb070840f410f6672275961076b6fcacc6bdfcf9edcf1,2014-02-05 21:00:00 UTC,2014-02-05 21:15:00 UTC,240,13.03,,,24,22,5.05,0,0,0,5.05,Cash,Taxi Affiliation Services,41.901.206.994,-87.676.355.989,POINT (-87.6763559892 41.90120699410001),4.192.276.062,-87.699.155.343,POINT (-87.69915534320002 41.9227606205)
0061f3095d1abb1483193b5db6b3b8149a01deab,f34cd9daf849e5e6a2520e87f306b32279a1719d12e6e587da972e6ae3b7807ceb01ef33bbfa0b1e35362537f40838505b90c41c3cb0da2547f7ca62a9e7835a,2014-01-08 16:45:00 UTC,2014-01-08 16:45:00 UTC,480,18.32,17031839100,17031320100,32,32,6.05,0,0,0,6.05,Cash,KOAM Taxi Association,41.880.994.471,-87.632.746.489,POINT (-87.6327464887 41.8809944707),41.884.987.192,-87.620.992.913,POINT (-87.6209929134 41.8849871918)
006a55f447a60c6e8235a85e4337278cceb7a4dd,f17b63b02cb9232a00ff034373479dad0d3a487fde7e791fc5d43dca341f47d3b2222a33f9b9fae24f1c94a80953ccdf3f42f5756f18420d7f5f4865e70c8051,2016-08-02 18:00:00 UTC,2016-08-02 18:45:00 UTC,2580,29.28,17031320100,17031062700,32,6,23,4,0,0,27.5,Credit Card,Sun Taxi,41.884.987.192,-87.620.992.913,POINT (-87.6209929134 41.8849871918),41.936.086.535,-87.666.110.694,POINT (-87.6661106945 41.9360865352)
006b5dc8d90f40606676ad1ee4e7decb3cf4284d,485ec11b72855453077ac1fd6e15a17623bf50ba5df4f13333e2cd50977b40ac4ed3d1519efaf6d2d55b44c5b18a6e82df668b74f5d9a4ee31fa30c3137cbfff,2013-11-23 01:15:00 UTC,2013-11-23 01:30:00 UTC,1080,25.76,,,7,15,17.05,3.4,0,0,20.45,Credit Card,Dispatch Taxi Affiliation,41.922.686.284,-87.649.488.729,POINT (-87.6494887289 41.9226862843),41.954.027.649,-87.763.399.032,POINT (-87.7633990316 41.9540276487)
006c0ccfc495620cdbdc3ce3ddca04fd2582e9b0,dd3178fc44ea68f53afb292aadd357be23400d2a1eca3371ac49995f1148dc3d02442cedd5df3ac13012df47e9b1f4e6d4f1c10adfa3df170967d5deae702ffc,2014-09-24 20:00:00 UTC,2014-09-24 20:00:00 UTC,13,10.3,,,,,29,5.8,0,0,34.8,Credit Card,Blue Ribbon Taxi Association Inc.,,,,,,
006d4c5e91914deebf2fba71451b81f9b783ff3a,b500f8af04ed999a952b963b62c441f48834c34092c8aae8795e41c818f91e13e602c2e96a68594a6046eacb72e7024c7804cf9f96c66bd30a73cdf00ca66076,2014-08-09 21:30:00 UTC,2014-08-09 21:30:00 UTC,348,15.29,17031081403,17031081300,8,8,5.65,0,0,1.5,7.15,Cash,Flash Cab,41.890.922.026,-87.618.868.355,POINT (-87.6188683546 41.8909220259),41.898.331.794,-87.620.762.865,POINT (-87.6207628651 41.8983317935)
006e0473ff2230beb928d69d26aa90c4aa239264,f81c929ea7d9107e6de8bd7ee335f42563b3413e967e98288480648a66455138dcdcde8b46b353ca4d6c287be49cd3087636ba13de6b7db6db3854c2ac8a157f,2017-06-09 17:15:00 UTC,2017-06-09 17:45:00 UTC,2040,28.69,,,6,16,18.5,0,0,1,19.5,Cash,Taxi Affiliation Service Yellow,41.944.226.601,-87.655.998.182,POINT (-87.6559981815 41.9442266014),41.953.582.125,-8.772.345.239,POINT (-87.7234523905 41.9535821253)
0072c5eda54a7ed2ae8e32504ad2ab229e3397f6,39c7de06f8b47eaeaaba57dc5d6f9b1691ff67d5534fc3a3e9a14984b8c71a41b384f9d10010cc497354d670b8b7024fdc0f683e46dd47e67a642979537b67d7,2016-05-23 10:00:00 UTC,2016-05-23 10:45:00 UTC,2654,29.37,17031980000,17031320100,76,32,44.75,9.75,0,4,58.5,Credit Card,Yellow Cab,4.197.907.082,-87.903.039.661,POINT (-87.9030396611 41.9790708201),41.884.987.192,-87.620.992.913,POINT (-87.6209929134 41.8849871918)
007aec1db470799c4954a0f839e05812493781ca,659d2b40f31f0d3ed3b61390b29f481b92f31f5e4a28144c856cae4a68df177a234165ff32b2592e404686f809aa80071887f1e6ceddcc3a3662e3d748488c32,2015-12-10 18:45:00 UTC,2015-12-10 19:15:00 UTC,1860,28.39,17031839100,17031062000,32,6,17.85,2.5,0,0,20.35,Credit Card,Blue Ribbon Taxi Association Inc.,41.880.994.471,-87.632.746.489,POINT (-87.6327464887 41.8809944707),41.942.577.185,-87.647.078.509,POINT (-87.6470785093 41.942577185)
007b95fa26ae29c5c9375d9743cb036f3b871243,40720025b84fa778c47d6637db01b1d8f2de2eabafa5298fbcccc1f5b255192ab25869acec3673616f69a0e0c5bf9c364586eaab85b4ac440ce23594a328aa42,2014-08-12 21:00:00 UTC,2014-08-12 21:00:00 UTC,597,20.37,17031320100,17031839100,32,32,7.05,0,0,0,7.05,Cash,Yellow Cab,41.884.987.192,-87.620.992.913,POINT (-87.6209929134 41.8849871918),41.880.994.471,-87.632.746.489,POINT (-87.6327464887 41.8809944707)
0086741d51c93e6f5af5cbd4cdaa5b1cb07e77e7,320e9347e5c034c03da4300e440a2bb8916f822c97e96481e970f47038cf5db09c6952b1130218c407d6d11652f4eb5334431478cefcb9ebda5837f55f69a8f5,2016-03-16 15:45:00 UTC,2016-03-16 15:45:00 UTC,36,11.49,17031081000,17031081100,8,8,3.25,0,0,0,3.25,Cash,Yellow Cab,41.900.265.687,-8.763.210.922,POINT (-87.6321092196 41.9002656868),41.900.221.297,-87.629.105.186,POINT (-87.6291051864 41.9002212967)
0087fc58c9b1235e77a8d852d3e15f9837183927,548bfc030e169c239e690606d2e6df8c2a2a240a38a424eff375e8388b8766604b872d29bc26e4353388b2d2e9b819a7a39053764d7d648f4dab989b0c337841,2017-10-16 22:30:00 UTC,2017-10-16 22:30:00 UTC,240,13.55,17031081700,17031081403,8,8,5.75,0,0,1,6.75,Cash,Dispatch Taxi Affiliation,41.892.042.136,-8.763.186.395,POINT (-87.6318639497 41.8920421365),41.890.922.026,-87.618.868.355,POINT (-87.6188683546 41.8909220259)
008a7fb5575cc0c710b73b424636fb22086291de,156c8a792527ca07b0d5bd73fa3f5c305418fb061ab60a8f9d4450f7191dc8f6f712ec77895843bef9babc3363bf1c68835afb1cebe863174846471cbbe80840,2015-10-11 23:00:00 UTC,2015-10-11 23:15:00 UTC,540,19.44,17031081201,17031281900,8,28,8.05,0,0,0,8.05,Cash,Taxi Affiliation Services,41.899.155.613,-87.626.210.532,POINT (-87.6262105324 41.8991556134),41.879.255.084,-87.642.648.998,POINT (-87.642648998 41.8792550844)
008f7ef6875fb09d48cfe457393dc925b6e78782,799fa15fea677c82e123d9033946ee5c9dbf5b33d0d2b0b73b5bd95bc34bc34aca0047d1b5b140830dedc725b943dd4229527f1ce1879eb4120f7073d09bf310,2015-04-27 20:45:00 UTC,2015-04-27 20:45:00 UTC,13,10.23,,,,,69.05,17.26,0,0,86.31,Credit Card,Chicago Elite Cab Corp. (Chicago Carriag,,,,,,
0093ca570dc9fc6c2bb709e9f0922a64ea230a14,d8238dd38b47fc0268e0bd92bba094676752dfefeafea92b849074abf625e2ab539bf371beb11f92c5b438ce35df8d7d855c4ca4d55033e5f39cc304e1f0c61b,2019-06-25 21:30:00 UTC,2019-06-25 21:30:00 UTC,13,10.15,17031980000,17031980000,76,76,3.25,0,0,0,3.25,Cash,Star North Management LLC,4.197.907.082,-87.903.039.661,POINT (-87.9030396611 41.9790708201),4.197.907.082,-87.903.039.661,POINT (-87.9030396611 41.9790708201)
0094dc52677b8664491e4e668e9e8cd0fb530259,b85dc52ae6e53698f26faf0615e8e3c74e7d16313d676de8647683ed178b52825502bda606bb82450795a642ee1900a5c462df9c6139b94c675ec7c67c765d22,2018-06-20 20:00:00 UTC,2018-06-20 20:00:00 UTC,206,12.8,17031061901,17031060900,6,6,4.5,0,0,1,5.5,Cash,Taxi Affiliation Service Yellow,41.943.237.122,-87.643.470.956,POINT (-87.6434709559 41.94323712250001),41.949.829.346,-8.764.396.537,POINT (-87.6439653703 41.949829346)
009546742d1fc80b843802a73717e63b578e677a,667b6c6c56d5ae56fc1adbc8f7a40c8ed2820ba98ecef617b81044092e38f6e0f32ac1616659bafae6628e82195d5ca786d05262e53c935b1cfbdb5586f6d2f8,2013-05-29 10:15:00 UTC,2013-05-29 10:15:00 UTC,13,11.08,,,,,38.45,7.69,0,0,46.14,Credit Card,Chicago Elite Cab Corp.,,,,,,
0096dfcbe5be1dc885355d8f3fa1f803d3bef2de,3767536e5623ed437fc50a5f0dc6be0167a94654b789b1c2d97ddf6cf07c49e40acfc0b6f57a9a064ebb87d95ec78527ed7ebadd68f53d0f4909562e1c70a8a7,2018-02-09 18:45:00 UTC,2018-02-09 19:00:00 UTC,780,23.36,17031081300,17031081403,8,8,8.25,0,0,2,10.25,Cash,City Service,41.898.331.794,-87.620.762.865,POINT (-87.6207628651 41.8983317935),41.890.922.026,-87.618.868.355,POINT (-87.6188683546 41.8909220259)
00993e2de14f0e1091e3c4aed3dd760cac3f4ac3,516f49b8d701f933519b575a11d0718df547cf19341145cbc39f887f2905a64f0f7b5a3503c857e05ee187ff33091f1c1031b4093fc635d66a4104c45912f737,2015-05-12 18:30:00 UTC,2015-05-12 18:45:00 UTC,720,22.57,17031281900,17031081403,28,8,7.85,2,0,0,9.85,Credit Card,Taxi Affiliation Services,41.879.255.084,-87.642.648.998,POINT (-87.642648998 41.8792550844),41.890.922.026,-87.618.868.355,POINT (-87.6188683546 41.8909220259)
009cbaa4bc05abf480e31f6e725c9bf10989b55e,0dd8660832f19ab702e7ff8ffa405cc2822c668cb1a9609251a55b488809eff65a5de8a61f6ea938009e6429394dbf47de787d572347605ec1fc10d16870501e,2014-09-14 23:45:00 UTC,2014-09-15 00:00:00 UTC,900,24.51,,,22,16,11.05,0,0,1,12.05,Cash,Taxi Affiliation Services,4.192.276.062,-87.699.155.343,POINT (-87.69915534320002 41.9227606205),41.953.582.125,-8.772.345.239,POINT (-87.7234523905 41.9535821253)
00a404a6e04c43259d289d87361f1af56fe7ac3c,322630536b6fae63312b46cb1ddab0df9493b49a3eb5decc1f6877df612635317b87068aa89d1107157b16c8f97eb2fd3a4bff1034b717fa0fbddac94c9661c9,2020-12-21 18:00:00 UTC,2020-12-21 18:00:00 UTC,361,16.35,,,8,8,5,3,0,0,8.5,Credit Card,Flash Cab,41.899.602.111,-87.633.308.037,POINT (-87.6333080367 41.899602111),41.899.602.111,-87.633.308.037,POINT (-87.6333080367 41.899602111)
00a8dd55a384ec6c5eab7f968563941e2f752eac,3c0868927194b2901fad4463dea178de530dc0ed3f7888c5720390737f01deab51fa305e015456e35d4fdf033da0186c813d9ef637061e033e3598caf7e9d49d,2015-04-18 16:30:00 UTC,2015-04-18 17:00:00 UTC,1620,27.86,,,,,17.05,3.61,0,1,21.66,Credit Card,Blue Ribbon Taxi Association Inc.,,,,,,
